sample size, layer size,node size, activation, solver, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall
100,3,500,relu,lbfgs,4.076791048,0.007467985,0.003190041,0,0.15,0,0.15,1,1,1
1000,5,500,logistic,sgd,4.067269087,0.192378998,0.032641172,0.12125,0.12,0.12125,0.12,0.87875,0,0
45212,1,500,identity,lbfgs,4.067124128,0.16568017,0.040508986,0.102933451,0.101072653,0.102933451,0.101072653,0.897066549,0.635300372,0.282372401
10000,3,50,logistic,adam,4.05615592,0.080590963,0.013266802,0.10525,0.1035,0.10525,0.1035,0.89475,0.610132159,0.294055202
500,5,500,logistic,lbfgs,4.03193903,0.134601831,0.015918732,0.1025,0.12,0.1025,0.12,0.8975,0,0
100,3,500,identity,lbfgs,3.97907567,0.003607988,0.001461029,0,0.1,0,0.1,1,1,1
5000,1,50,relu,sgd,3.945640802,0.075509071,0.001123905,0.102,0.096,0.102,0.096,0.898,0.631147541,0.326271186
50,2,500,tanh,sgd,3.910608768,0.002909899,0.001973867,0.075,0.1,0.075,0.1,0.925,1,0.4
1000,1,500,logistic,lbfgs,3.887245893,0.008512974,0.002370119,0,0.145,0,0.145,1,1,1
100,2,500,identity,sgd,3.843794107,0.002728939,0.001348972,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
50,2,500,identity,adam,3.797384024,0.001483679,0.004832029,0,0.3,0,0.3,1,1,1
100,3,500,relu,lbfgs,3.771675825,0.022544861,0.012615919,0,0.15,0,0.15,1,1,1
50,3,500,relu,lbfgs,3.717631102,0.005912066,0.002194881,0,0.1,0,0.1,1,1,1
45212,1,500,identity,sgd,3.692454338,0.183271885,0.045729876,0.102850507,0.101072653,0.102850507,0.101072653,0.897149493,0.638228942,0.279300567
50,5,500,logistic,lbfgs,3.68361187,0.019809723,0.00545311,0.125,0.1,0.125,0.1,0.875,0,0
100,5,500,tanh,adam,3.642668009,0.015057802,0.00485301,0,0.15,0,0.15,1,1,1
100,3,500,tanh,lbfgs,3.587438107,0.005571127,0.003072977,0,0.15,0,0.15,1,1,1
3000,1,500,logistic,adam,3.574304581,0.027977228,0.01270771,0.111666667,0.113333333,0.111666667,0.113333333,0.888333333,0.608333333,0.24829932
8000,3,50,logistic,adam,3.56402874,0.10717392,0.011710882,0.10546875,0.09875,0.10546875,0.09875,0.89453125,0.602836879,0.334645669
1000,4,50,relu,sgd,3.561776876,0.003117085,0.000845194,0.12125,0.12,0.12125,0.12,0.87875,0,0
100,3,500,identity,adam,3.427243948,0.0047369,0.001948357,0,0.15,0,0.15,1,1,1
100,5,500,identity,adam,3.406913042,0.042562008,0.006014824,0,0.15,0,0.15,1,1,1
3000,2,50,tanh,sgd,3.365098,0.00795579,0.00300312,0.11,0.111666667,0.11,0.111666667,0.89,0.604166667,0.295918367
100,3,500,tanh,adam,3.328726053,0.032224178,0.002906799,0,0.15,0,0.15,1,1,1
500,3,500,identity,lbfgs,3.324248075,0.023458004,0.025618076,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
30000,3,50,identity,adam,3.320118189,0.058897018,0.022539616,0.103791667,0.102333333,0.103791667,0.102333333,0.896208333,0.629019608,0.284397163
10000,1,500,logistic,adam,3.269668102,0.094670773,0.100785017,0.102625,0.1045,0.102625,0.1045,0.897375,0.638443936,0.296178344
5000,4,50,logistic,adam,3.265498877,0.025740147,0.008615971,0.104,0.106,0.104,0.106,0.896,0.575268817,0.453389831
50,3,500,identity,adam,3.256649017,0.003320932,0.001453876,0,0.3,0,0.3,1,1,1
100,5,500,relu,adam,3.23722291,0.033229828,0.022041082,0,0.1,0,0.1,1,1,1
50,2,500,relu,sgd,3.231529951,0.002285242,0.001316786,0.125,0.1,0.125,0.1,0.875,0,0
5000,3,50,logistic,adam,3.231363773,0.090064287,0.00831008,0.10625,0.104,0.10625,0.104,0.89375,0.578595318,0.366525424
50,2,500,identity,lbfgs,3.215426922,0.001322985,0.000774145,0,0.2,0,0.2,1,1,1
1000,3,50,tanh,adam,3.189262152,0.005458832,0.00107789,0.00375,0.115,0.00375,0.115,0.99625,0.979591837,0.989690722
50,5,500,tanh,adam,3.168531179,0.005581141,0.002816916,0,0.3,0,0.3,1,1,1
100,3,500,tanh,adam,3.137837172,0.008023739,0.004123926,0,0.15,0,0.15,1,1,1
5000,1,50,logistic,lbfgs,3.113357782,0.00723505,0.004280806,0.001,0.149,0.001,0.149,0.999,0.993670886,0.997881356
50,3,500,relu,lbfgs,3.103919983,0.003464937,0.001530886,0,0.2,0,0.2,1,1,1
30000,4,50,identity,sgd,3.095726967,0.083950043,0.030390024,0.104833333,0.103,0.104833333,0.103,0.895166667,0.637931034,0.24929078
30000,4,50,identity,lbfgs,3.093438148,0.087381124,0.105007172,0.103958333,0.101833333,0.103958333,0.101833333,0.896041667,0.632869992,0.274468085
5000,2,50,tanh,lbfgs,3.06645298,0.018306017,0.004673958,0,0.125,0,0.125,1,1,1
500,1,500,tanh,adam,3.053930044,0.007820129,0.003490686,0.0575,0.12,0.0575,0.12,0.9425,0.875,0.512195122
3000,1,500,tanh,adam,3.01781106,0.085976124,0.011036873,0.113333333,0.111666667,0.113333333,0.111666667,0.886666667,0.590163934,0.244897959
5000,1,500,logistic,adam,3.011705875,0.092643023,0.02939868,0.10625,0.103,0.10625,0.103,0.89375,0.601731602,0.294491525
1000,3,500,identity,adam,2.988920689,0.039034128,0.012462854,0.1075,0.1,0.1075,0.1,0.8925,0.617021277,0.298969072
3000,2,500,identity,lbfgs,2.970760822,0.067785978,0.02111578,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.608333333,0.24829932
500,3,500,identity,lbfgs,2.922453165,0.018579006,0.020934105,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
50,5,500,relu,adam,2.914037943,0.008039951,0.003452301,0,0.2,0,0.2,1,1,1
30000,4,50,logistic,lbfgs,2.910997868,0.306195974,0.041135788,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
500,1,500,relu,adam,2.899595976,0.004063129,0.001871109,0.0125,0.1,0.0125,0.1,0.9875,0.973684211,0.902439024
1000,4,50,tanh,sgd,2.879997969,0.005290985,0.001247168,0.105,0.085,0.105,0.085,0.895,0.614035088,0.360824742
1000,2,50,relu,adam,2.85986495,0.002552032,0.000658035,0.00625,0.095,0.00625,0.095,0.99375,0.989361702,0.958762887
10000,1,500,identity,sgd,2.845906019,0.056339979,0.016120195,0.102125,0.102,0.102125,0.102,0.897875,0.649880096,0.287685775
100,3,500,identity,adam,2.833530903,0.006130934,0.002831221,0,0.15,0,0.15,1,1,1
500,2,500,relu,lbfgs,2.831849813,0.009639025,0.004346848,0,0.15,0,0.15,1,1,1
1000,3,50,relu,sgd,2.82386899,0.050323963,0.001038074,0.11625,0.125,0.11625,0.125,0.88375,0.833333333,0.051546392
45212,3,50,identity,adam,2.823565006,0.08645606,0.021181107,0.105338826,0.104500719,0.105338826,0.104500719,0.894661174,0.646935933,0.219517958
3000,1,500,identity,sgd,2.815752029,0.016570091,0.006337166,0.110833333,0.113333333,0.110833333,0.113333333,0.889166667,0.625,0.238095238
3000,2,50,logistic,adam,2.795961142,0.009670973,0.006656885,0.111666667,0.113333333,0.111666667,0.113333333,0.888333333,0.587837838,0.295918367
500,5,500,logistic,adam,2.791287184,0.04287672,0.011687994,0.1025,0.12,0.1025,0.12,0.8975,0,0
5000,1,50,relu,lbfgs,2.763130903,0.004541874,0.002684116,0.0045,0.134,0.0045,0.134,0.9955,0.985042735,0.976694915
10000,1,50,tanh,sgd,2.746897936,0.014734983,0.003428936,0.100625,0.104,0.100625,0.104,0.899375,0.644210526,0.324840764
8000,1,500,identity,sgd,2.73278904,0.045353889,0.015424013,0.1040625,0.09125,0.1040625,0.09125,0.8959375,0.646341463,0.278215223
3000,3,50,logistic,adam,2.706553221,0.012771845,0.002796173,0.108333333,0.111666667,0.108333333,0.111666667,0.891666667,0.614864865,0.30952381
1000,4,50,tanh,adam,2.689041853,0.007664919,0.001329899,0.00375,0.11,0.00375,0.11,0.99625,0.97,1
30000,3,50,identity,sgd,2.684925795,0.060997009,0.014418125,0.104375,0.1025,0.104375,0.1025,0.895625,0.633136095,0.265602837
500,5,500,logistic,sgd,2.666987896,0.042845964,0.012032032,0.1025,0.12,0.1025,0.12,0.8975,0,0
50,2,500,tanh,adam,2.623601913,0.001925945,0.003412962,0,0.2,0,0.2,1,1,1
5000,1,500,identity,sgd,2.611267805,0.063216209,0.005990028,0.10575,0.103,0.10575,0.103,0.89425,0.619512195,0.269067797
45212,1,500,identity,adam,2.59069705,0.213959932,0.051802158,0.102767563,0.100740905,0.102767563,0.100740905,0.897232437,0.633074935,0.289461248
8000,1,500,logistic,adam,2.577193975,0.108087063,0.040398121,0.104375,0.091875,0.104375,0.091875,0.895625,0.639880952,0.282152231
5000,1,50,logistic,adam,2.543765783,0.005059004,0.001331091,0.10275,0.104,0.10275,0.104,0.89725,0.604095563,0.375
5000,1,50,tanh,lbfgs,2.535491943,0.006417036,0.004386663,0,0.144,0,0.144,1,1,1
5000,4,50,identity,sgd,2.493099928,0.015523911,0.002307177,0.10675,0.105,0.10675,0.105,0.89325,0.605633803,0.273305085
1000,2,500,identity,lbfgs,2.491149902,0.016447067,0.00434804,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
8000,2,50,logistic,adam,2.465656757,0.110116243,0.00368309,0.10453125,0.09625,0.10453125,0.09625,0.89546875,0.614814815,0.326771654
500,3,500,identity,adam,2.406954527,0.021199226,0.010709047,0.1,0.1,0.1,0.1,0.9,0.555555556,0.12195122
45212,4,50,identity,lbfgs,2.402544975,0.075422049,0.025106907,0.102933451,0.101072653,0.102933451,0.101072653,0.897066549,0.635156665,0.282608696
10000,1,50,logistic,adam,2.387074709,0.011756897,0.002413988,0.102,0.107,0.102,0.107,0.898,0.617537313,0.351380042
8000,1,50,tanh,sgd,2.37394309,0.01522398,0.00199604,0.105,0.0925,0.105,0.0925,0.895,0.62295082,0.299212598
500,4,50,relu,sgd,2.351947069,0.002320051,0.000590801,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,4,50,relu,adam,2.307152033,0.003870964,0.002354145,0,0.11,0,0.11,1,1,1
100,2,500,relu,adam,2.286814213,0.004425049,0.00183773,0,0.1,0,0.1,1,1,1
3000,2,50,relu,lbfgs,2.275240898,0.007087231,0.001392126,0,0.153333333,0,0.153333333,1,1,1
500,1,500,tanh,sgd,2.26095295,0.012517214,0.001541138,0.1,0.1,0.1,0.1,0.9,0.538461538,0.170731707
50,5,500,identity,adam,2.228327036,0.004676104,0.002744675,0.025,0.2,0.025,0.2,0.975,1,0.8
30000,2,50,identity,sgd,2.215322733,0.048162222,0.013898134,0.10425,0.101833333,0.10425,0.101833333,0.89575,0.630114566,0.273049645
100,2,500,relu,lbfgs,2.165576935,0.002634048,0.001220942,0,0.1,0,0.1,1,1,1
3000,4,50,identity,sgd,2.160757065,0.012147903,0.004263878,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.601626016,0.25170068
5000,1,50,tanh,sgd,2.157666683,0.009957075,0.001432896,0.106,0.1,0.106,0.1,0.894,0.604347826,0.294491525
100,2,500,identity,lbfgs,2.127717018,0.004674911,0.001638889,0,0.15,0,0.15,1,1,1
45212,4,50,logistic,lbfgs,2.124065638,0.140280962,0.039887905,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
1000,2,50,tanh,adam,2.118660927,0.003114939,0.000535011,0.03875,0.095,0.03875,0.095,0.96125,0.934210526,0.731958763
5000,2,50,logistic,adam,2.109449863,0.01741004,0.005092144,0.104,0.106,0.104,0.106,0.896,0.600719424,0.353813559
1000,2,50,logistic,adam,2.105775833,0.00890398,0.000848055,0.1025,0.09,0.1025,0.09,0.8975,0.62295082,0.391752577
1000,3,50,logistic,lbfgs,2.088258266,0.002094984,0.000645876,0.01125,0.145,0.01125,0.145,0.98875,0.988888889,0.917525773
50,3,500,tanh,adam,2.087795973,0.009553909,0.002745867,0,0.1,0,0.1,1,1,1
500,1,500,relu,sgd,2.086376905,0.002496958,0.000764132,0.1025,0.12,0.1025,0.12,0.8975,0.5,0.024390244
3000,1,50,logistic,adam,2.060462236,0.005158186,0.00159812,0.11125,0.115,0.11125,0.115,0.88875,0.591836735,0.295918367
100,2,500,tanh,lbfgs,2.020176888,0.005668879,0.007839203,0,0.15,0,0.15,1,1,1
30000,4,50,identity,adam,2.006546974,0.08604002,0.024194956,0.102916667,0.100666667,0.102916667,0.100666667,0.897083333,0.625358166,0.309574468
1000,3,500,logistic,sgd,2.001937151,0.044802666,0.018456221,0.12125,0.12,0.12125,0.12,0.87875,0,0
30000,3,50,identity,lbfgs,2.000660896,0.123972178,0.018257856,0.103916667,0.101666667,0.103916667,0.101666667,0.896083333,0.632952692,0.275177305
100,3,500,relu,adam,1.995230913,0.008330107,0.003139019,0,0.1,0,0.1,1,1,1
30000,1,50,identity,sgd,1.958988905,0.027589083,0.008599043,0.104041667,0.102666667,0.104041667,0.102666667,0.895958333,0.631407648,0.275177305
1000,1,500,tanh,lbfgs,1.931471109,0.01694417,0.021645784,0,0.12,0,0.12,1,1,1
100,3,500,relu,adam,1.929883242,0.006273985,0.002579927,0,0.1,0,0.1,1,1,1
8000,4,50,identity,sgd,1.927748203,0.027307749,0.004735947,0.10328125,0.090625,0.10328125,0.090625,0.89671875,0.648093842,0.290026247
50,3,500,tanh,adam,1.922060966,0.004358053,0.00201416,0,0.2,0,0.2,1,1,1
1000,3,500,logistic,sgd,1.912614107,0.067438126,0.014909983,0.12125,0.12,0.12125,0.12,0.87875,0,0
100,5,500,logistic,sgd,1.908149242,0.016167164,0.005536795,0.175,0.15,0.175,0.15,0.825,0,0
10000,4,50,identity,sgd,1.890189171,0.033418179,0.007800102,0.102375,0.1035,0.102375,0.1035,0.897625,0.64137931,0.296178344
1000,3,50,tanh,sgd,1.88847518,0.007653236,0.001835108,0.1075,0.095,0.1075,0.095,0.8925,0.607843137,0.319587629
30000,1,500,identity,adam,1.885387897,0.20788908,0.041409016,0.106166667,0.103333333,0.106166667,0.103333333,0.893833333,0.604776579,0.278368794
50,2,500,relu,lbfgs,1.88388586,0.00336504,0.001207829,0,0.1,0,0.1,1,1,1
50,2,500,relu,adam,1.880340099,0.002429247,0.001149178,0,0.1,0,0.1,1,1,1
1000,2,50,relu,sgd,1.877527237,0.00267911,0.000607967,0.09875,0.11,0.09875,0.11,0.90125,0.846153846,0.226804124
8000,1,50,logistic,adam,1.872765303,0.009153128,0.003458977,0.10421875,0.094375,0.10421875,0.094375,0.89578125,0.611764706,0.341207349
1000,2,50,tanh,sgd,1.841959953,0.001881123,0.000517845,0.10375,0.095,0.10375,0.095,0.89625,0.64,0.329896907
1000,1,500,identity,sgd,1.805058002,0.003804207,0.000749826,0.105,0.1,0.105,0.1,0.895,0.62745098,0.329896907
500,4,50,tanh,adam,1.795388222,0.003329754,0.000755072,0.0025,0.14,0.0025,0.14,0.9975,1,0.975609756
500,4,50,tanh,sgd,1.787695169,0.002166986,0.000720739,0.1025,0.1,0.1025,0.1,0.8975,0.5,0.219512195
500,3,500,identity,adam,1.782812834,0.019262791,0.006495953,0.1025,0.12,0.1025,0.12,0.8975,0.5,0.219512195
3000,1,50,tanh,sgd,1.769397974,0.00647974,0.005090237,0.110833333,0.113333333,0.110833333,0.113333333,0.889166667,0.614754098,0.255102041
45212,4,50,logistic,sgd,1.761391878,0.145612001,0.035020113,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
500,3,500,logistic,adam,1.74550581,0.022769213,0.008311749,0.1025,0.12,0.1025,0.12,0.8975,0,0
3000,1,50,relu,lbfgs,1.714959145,0.001912117,0.001739025,0,0.135,0,0.135,1,1,1
1000,1,50,relu,adam,1.695108175,0.002685308,0.000422955,0.07125,0.095,0.07125,0.095,0.92875,0.822580645,0.525773196
10000,3,50,identity,sgd,1.669658184,0.022773981,0.00401473,0.102375,0.1025,0.102375,0.1025,0.897625,0.642691415,0.294055202
45212,2,50,identity,sgd,1.648403168,0.052640676,0.012946129,0.102961099,0.101072653,0.102961099,0.101072653,0.897038901,0.628803245,0.293005671
50,3,500,identity,adam,1.613936186,0.003736734,0.001458168,0,0.3,0,0.3,1,1,1
50,3,500,relu,adam,1.609995127,0.006732941,0.00209403,0,0.1,0,0.1,1,1,1
50,2,500,tanh,lbfgs,1.609374046,0.003514767,0.001271009,0,0.2,0,0.2,1,1,1
45212,3,50,identity,lbfgs,1.588799,0.057634115,0.020175219,0.102878155,0.101183236,0.102878155,0.101183236,0.897121845,0.635832004,0.282608696
30000,2,50,identity,adam,1.587079763,0.067185879,0.013515234,0.104041667,0.101333333,0.104041667,0.101333333,0.895958333,0.616438356,0.303191489
500,2,500,identity,lbfgs,1.583827972,0.010043144,0.004087925,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
10000,4,50,identity,adam,1.549118042,0.096856117,0.008378983,0.10375,0.1035,0.10375,0.1035,0.89625,0.642857143,0.267515924
50,3,500,relu,adam,1.535065174,0.002673149,0.001462936,0,0.2,0,0.2,1,1,1
500,3,50,relu,sgd,1.524620056,0.002255917,0.000491858,0.1025,0.12,0.1025,0.12,0.8975,0,0
500,2,50,relu,adam,1.473468065,0.006887913,0.001866102,0.0125,0.11,0.0125,0.11,0.9875,1,0.87804878
500,3,50,relu,adam,1.466378927,0.001660109,0.000460863,0.0025,0.13,0.0025,0.13,0.9975,1,0.975609756
45212,4,50,identity,sgd,1.458873987,0.086022854,0.020008087,0.102988747,0.101293818,0.102988747,0.101293818,0.897011253,0.638600328,0.275992439
500,3,50,tanh,adam,1.438673973,0.00197196,0.000568151,0.01,0.18,0.01,0.18,0.99,0.974358974,0.926829268
8000,2,50,identity,sgd,1.404971838,0.013690233,0.005419016,0.104375,0.091875,0.104375,0.091875,0.895625,0.641566265,0.279527559
30000,4,50,logistic,sgd,1.398925066,0.103139877,0.025495052,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
45212,2,50,identity,adam,1.349816084,0.041467905,0.011151314,0.103016395,0.100851487,0.103016395,0.100851487,0.896983605,0.607659574,0.337429112
500,3,50,tanh,sgd,1.346868277,0.00209403,0.000597,0.1025,0.09,0.1025,0.09,0.8975,0.5,0.12195122
8000,3,50,identity,sgd,1.342177629,0.025110006,0.003449202,0.10328125,0.09125,0.10328125,0.09125,0.89671875,0.647230321,0.291338583
45212,3,50,identity,sgd,1.322006226,0.067919731,0.016712189,0.102767563,0.101183236,0.102767563,0.101183236,0.897232437,0.624096386,0.30600189
500,1,500,logistic,lbfgs,1.309273958,0.008032799,0.002104044,0,0.15,0,0.15,1,1,1
3000,2,50,tanh,lbfgs,1.30768013,0.01244688,0.003126144,0,0.15,0,0.15,1,1,1
3000,1,50,logistic,lbfgs,1.307579756,0.003346205,0.002722025,0,0.136666667,0,0.136666667,1,1,1
5000,2,50,identity,sgd,1.306525946,0.005183935,0.002533197,0.10575,0.105,0.10575,0.105,0.89425,0.613953488,0.279661017
8000,4,50,logistic,sgd,1.301512957,0.045084953,0.011640072,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
45212,3,50,logistic,sgd,1.301104069,0.111596584,0.026148081,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
500,3,500,logistic,sgd,1.294370174,0.036635876,0.018224955,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,1,50,tanh,sgd,1.289573193,0.004268885,0.000806093,0.1025,0.095,0.1025,0.095,0.8975,0.659574468,0.319587629
30000,2,50,identity,lbfgs,1.289530993,0.106817722,0.010188103,0.104,0.101833333,0.104,0.101833333,0.896,0.632352941,0.274468085
45212,1,50,identity,sgd,1.285199881,0.038883209,0.015230894,0.102656971,0.101183236,0.102656971,0.101183236,0.897343029,0.637519873,0.28426276
50,5,500,logistic,sgd,1.281584263,0.007215977,0.003417015,0.125,0.1,0.125,0.1,0.875,0,0
500,1,500,identity,sgd,1.272776842,0.001181126,0.00048089,0.1,0.1,0.1,0.1,0.9,0.538461538,0.170731707
3000,3,50,identity,sgd,1.271025896,0.008595943,0.002991199,0.110833333,0.111666667,0.110833333,0.111666667,0.889166667,0.620689655,0.244897959
500,3,500,logistic,sgd,1.265498161,0.03114295,0.010694027,0.1025,0.12,0.1025,0.12,0.8975,0,0
10000,4,50,logistic,lbfgs,1.262425184,0.053549051,0.022382975,0.11775,0.118,0.11775,0.118,0.88225,0,0
1000,4,50,relu,lbfgs,1.243436098,0.002883911,0.001136303,0,0.115,0,0.115,1,1,1
1000,1,50,logistic,adam,1.240312099,0.001465082,0.000262022,0.10625,0.11,0.10625,0.11,0.89375,0.611111111,0.340206186
5000,3,50,identity,sgd,1.238749743,0.035373926,0.035806894,0.10475,0.103,0.10475,0.103,0.89525,0.625592417,0.279661017
3000,1,50,identity,sgd,1.227427006,0.005032063,0.001029015,0.11125,0.115,0.11125,0.115,0.88875,0.619469027,0.238095238
10000,2,50,identity,sgd,1.21279192,0.010311127,0.0061481,0.102125,0.103,0.102125,0.103,0.897875,0.646370023,0.292993631
3000,2,50,identity,sgd,1.206369877,0.002892017,0.000579119,0.11125,0.111666667,0.11125,0.111666667,0.88875,0.611570248,0.25170068
10000,4,50,logistic,sgd,1.200320005,0.126922846,0.011129141,0.11775,0.118,0.11775,0.118,0.88225,0,0
5000,1,50,identity,sgd,1.19729805,0.005163908,0.000459194,0.10575,0.102,0.10575,0.102,0.89425,0.620689655,0.266949153
3000,4,50,logistic,sgd,1.182250738,0.015566111,0.004216194,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
10000,1,500,identity,lbfgs,1.150160313,0.108414173,0.01334095,0.102125,0.1035,0.102125,0.1035,0.897875,0.644341801,0.296178344
1000,1,50,identity,sgd,1.112453938,0.005965948,0.000549793,0.10375,0.1,0.10375,0.1,0.89625,0.652173913,0.309278351
500,2,50,tanh,adam,1.110937119,0.00156498,0.000299931,0.0425,0.11,0.0425,0.11,0.9575,0.875,0.682926829
1000,1,50,tanh,adam,1.105676174,0.002310753,0.000469923,0.0875,0.085,0.0875,0.085,0.9125,0.728813559,0.443298969
500,4,50,relu,adam,1.096084118,0.002209902,0.000539064,0,0.14,0,0.14,1,1,1
30000,3,50,logistic,sgd,1.093883038,0.077769995,0.018199682,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
100,1,500,relu,adam,1.085576057,0.000542164,0.000308037,0,0.1,0,0.1,1,1,1
8000,1,500,identity,lbfgs,1.075933933,0.040082932,0.012094975,0.1028125,0.091875,0.1028125,0.091875,0.8971875,0.649425287,0.296587927
8000,4,50,identity,adam,1.050163031,0.022612095,0.006897926,0.1046875,0.091875,0.1046875,0.091875,0.8953125,0.644654088,0.269028871
10000,1,500,identity,adam,1.031949997,0.042756796,0.011220932,0.105,0.105,0.105,0.105,0.895,0.639344262,0.248407643
8000,3,50,logistic,sgd,1.029896021,0.030099869,0.013608932,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
1000,1,500,tanh,adam,1.02972579,0.013995171,0.002647877,0.1075,0.1,0.1075,0.1,0.8925,0.603773585,0.329896907
10000,3,50,logistic,sgd,1.027680159,0.125067949,0.005464792,0.11775,0.118,0.11775,0.118,0.88225,0,0
500,3,50,logistic,lbfgs,1.022805691,0.0011971,0.00033617,0,0.13,0,0.13,1,1,1
100,4,50,tanh,sgd,1.012447119,0.000406027,0.000185966,0.0625,0.15,0.0625,0.15,0.9375,1,0.642857143
10000,1,50,identity,sgd,1.008069992,0.016480207,0.001808167,0.102125,0.1015,0.102125,0.1015,0.897875,0.649164678,0.288747346
30000,1,50,identity,adam,1.000443935,0.019412994,0.015986919,0.104416667,0.101833333,0.104416667,0.101833333,0.895583333,0.625199362,0.278014184
1000,1,50,relu,sgd,0.994800091,0.004319906,0.00051713,0.105,0.11,0.105,0.11,0.895,0.842105263,0.164948454
100,5,500,logistic,adam,0.989892006,0.026590347,0.071962118,0.175,0.15,0.175,0.15,0.825,0,0
8000,1,50,identity,sgd,0.972918987,0.017008066,0.005167246,0.105,0.0925,0.105,0.0925,0.895,0.638888889,0.271653543
100,1,500,tanh,adam,0.969390154,0.001255035,0.000484943,0,0.15,0,0.15,1,1,1
100,1,500,relu,sgd,0.969135761,0.00087285,0.000430822,0.125,0.2,0.125,0.2,0.875,1,0.285714286
500,2,50,tanh,sgd,0.966272116,0.00156498,0.000429153,0.1025,0.11,0.1025,0.11,0.8975,0.5,0.12195122
500,2,50,relu,sgd,0.965986013,0.001329899,0.000329971,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,2,50,identity,sgd,0.962657928,0.001727104,0.000506163,0.1075,0.09,0.1075,0.09,0.8925,0.607843137,0.319587629
1000,2,500,logistic,sgd,0.954287052,0.026417971,0.00803709,0.12125,0.12,0.12125,0.12,0.87875,0,0
1000,4,50,tanh,lbfgs,0.953644037,0.004776955,0.001626253,0,0.11,0,0.11,1,1,1
10000,4,50,identity,lbfgs,0.941361189,0.084539175,0.022299051,0.10225,0.1035,0.10225,0.1035,0.89775,0.642857143,0.296178344
45212,2,50,identity,lbfgs,0.940527916,0.036218882,0.011012077,0.102878155,0.101072653,0.102878155,0.101072653,0.897121845,0.635832004,0.282608696
5000,4,50,logistic,sgd,0.925696135,0.032546759,0.012645245,0.118,0.12,0.118,0.12,0.882,0,0
3000,3,50,logistic,sgd,0.916296959,0.016562939,0.003808975,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
100,3,500,logistic,sgd,0.903041124,0.008706093,0.002985954,0.175,0.15,0.175,0.15,0.825,0,0
500,1,50,relu,adam,0.901144028,0.000706911,0.000228882,0.065,0.09,0.065,0.09,0.935,0.857142857,0.43902439
500,2,50,logistic,adam,0.899447203,0.001022816,0.000251293,0.1025,0.12,0.1025,0.12,0.8975,0,0
3000,1,50,tanh,lbfgs,0.874351978,0.004014015,0.002290726,0,0.151666667,0,0.151666667,1,1,1
10000,3,50,identity,adam,0.866876125,0.027302742,0.003948927,0.10275,0.1035,0.10275,0.1035,0.89725,0.625,0.318471338
1000,2,500,tanh,adam,0.858124018,0.120229721,0.010207891,0.10875,0.105,0.10875,0.105,0.89125,0.6,0.309278351
100,4,50,identity,adam,0.821362257,0.000457048,0.000247002,0,0.1,0,0.1,1,1,1
5000,3,50,logistic,sgd,0.81925106,0.014856815,0.00789094,0.118,0.12,0.118,0.12,0.882,0,0
8000,4,50,identity,lbfgs,0.81243968,0.02341485,0.012179852,0.10265625,0.091875,0.10265625,0.091875,0.89734375,0.65129683,0.296587927
100,3,500,logistic,sgd,0.794595003,0.006694794,0.002851009,0.175,0.15,0.175,0.15,0.825,0,0
100,3,50,tanh,sgd,0.787048817,0.000530005,0.000670195,0.075,0.1,0.075,0.1,0.925,1,0.571428571
8000,2,50,logistic,sgd,0.764741182,0.018027067,0.006635189,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
100,1,500,tanh,sgd,0.755296946,0.001150131,0.000487804,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
100,4,50,relu,adam,0.744653225,0.094049692,0.000331879,0,0.1,0,0.1,1,1,1
100,3,50,identity,adam,0.739477873,0.004144907,0.000196934,0,0.15,0,0.15,1,1,1
3000,2,50,logistic,sgd,0.733963966,0.009481907,0.003552914,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
500,3,500,logistic,adam,0.733442068,0.031564236,0.010560751,0.1025,0.12,0.1025,0.12,0.8975,0,0
1000,1,500,relu,lbfgs,0.732568979,0.008810997,0.002712965,0,0.14,0,0.14,1,1,1
1000,2,50,logistic,lbfgs,0.729772091,0.003654957,0.000850916,0,0.135,0,0.135,1,1,1
